"anonym_id","duration..in.seconds.","finished","recordeddate","dismiss_1","research_stage","q22","q22_6_text","feeling_stage_1","feeling_stage_2","feeling_stage_3","feeling_stage_4","feeling_stage_5","feeling_stage_6","feeling_stage_7","feeling_stage_8","feeling_stage_9","feeling_stage_10","feeling_stage_11","feeling_stage_12","feeling_stage_13","feeling_stage_14","feeling_stage_15","feeling_stage_16","feeling_stage_17","feeling_stage_18","feeling_stage_19","feeling_stage_20","cause_stage","feeling_general_1","cause_general","category_of_work","position","area","gender","age","country","country_other"
913,"212",TRUE,"2026-02-10 19:11:56","Yes","Revisions","","","1","1","2","1","1","1","1","1","1","1","2","0","0","0","0","1","0","0","0","0","The review process is bogus. Supposedly, ""good"" journals don't produce better research, and we all handicap ourselves striving to make our research fit those journals rather than sharing our research more openly in other outlets. It is a bad system, and I've watched all the best researchers I know move to industry jobs or leave acadamia becuase of it. ","0","","Lab/online research","Postdoc","Social sciences","Prefer not to say","38","United States of America",""
914,"184",TRUE,"2026-02-10 19:58:57","Yes","Waiting for journal's response and revisions","","","7","0","1","0","0","1","0","0","0","0","0","0","0","0","7","2","0","3","0","1","Feeling of not being completely understood","2","It can be rewarding","Clinical research","Full professor","Health sciences","Man","46","Mexico",""
915,"1073966",TRUE,"2026-02-11 03:28:18","Yes","Data analysis","","","7","7","7","7","7","7","7","7","7","0","2","3","4","1","2","5","2","1","1","3","Pride: It's my main project, 5 years working on it.","2","Curiosity to know more and to help the world for knowledge","Lab/online research","Assistant professor","Social sciences","Man","43","Mexico",""
916,"4842",TRUE,"2026-02-11 09:59:34","Yes","Report writing","","","7","3","5","6","0","5","0","0","0","0","0","0","0","0","0","3","0","0","0","0","Because this is research I have always really wanted to do.","3","I feel like I am working on a real-life puzzle that constantly challenges my intellect.","Field research","PhD student","Health sciences","Man","47","Netherlands",""
917,"281",TRUE,"2026-02-11 11:22:10","Yes","Project genesis/ first thoughts/ idea creation","","","7","4","5","4","4","3","1","5","5","2","1","3","2","0","2","4","0","3","0","3","I was writing a research proposal with a group of researchers, which is very interesting, but can also be frustrating","2","It's a meaningful work, and interesting and exciting","Field research","Associate professor","Social sciences","Woman","51","Norway",""
918,"332",TRUE,"2026-02-11 12:02:51","Yes","Waiting for journal's response and revisions","","","7","7","7","7","7","7","5","5","6","7","5","6","7","1","6","1","4","4","5","6","Regret. In the world of research, it is easy for wrong decisions to lead you down an inevitable path of years of confusion and regret.","3","I feel pride, but also would like to feel more supported by society","Lab/online research","Postdoc","Health sciences","Man","27","Spain",""
919,"219",TRUE,"2026-02-11 12:03:05","Yes","Project genesis/ first thoughts/ idea creation","","","5","4","3","3","2","3","1","1","1","1","5","2","4","3","3","3","5","3","4","4","people i work with. Boss, etc","1","things could roll better. depends on the country... in PT it is bad","Field research","Research assistant","Physical sciences","Man","50","Portugal",""
920,"174",TRUE,"2026-02-11 12:05:57","Yes","Data analysis","","","6","4","5","4","6","5","4","4","6","6","6","4","4","7","5","5","6","6","6","5","it's ok","1","I don't know but some time is terrible","Clinical research","Other","Physical sciences","Man","22","China",""
921,"303",TRUE,"2026-02-11 12:07:38","Yes","Preparations (IRB permit, preregistration, experiment preparations)","","","3","0","1","0","1","2","0","0","1","0","3","0","0","0","1","0","0","0","0","0","Lack of support. Assigned staff inexperienced in their roles yet they are the gatekeepers eg ethics committees, contracts.  ","0","Funding rates of less than 10 percent. Gender pay gap of 25 percent ","Clinical research","Full professor","Health sciences","Woman","66","Australia",""
922,"266",TRUE,"2026-02-11 12:09:29","Yes","Project genesis/ first thoughts/ idea creation","","","6","0","0","4","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","The interest in the topic and the excitement of being involved in the attempt to resolve the research question","2","Involvement in research fulfils my desire to look for solution to problems and allows me to help others","Clinical research","Full professor","Health sciences","Man","63","United Kingdom of Great Britain and Northern Ireland",""
923,"157",TRUE,"2026-02-11 12:10:30","Yes","Report writing","","","6","3","4","6","6","5","2","3","4","5","0","0","0","0","0","0","0","0","0","0","","1","I'm paid for doing things I enjoy (most of the time)","Lab/online research","Assistant professor","Social sciences","Woman","40","Netherlands",""
924,"294",TRUE,"2026-02-11 12:10:57","Yes","Project genesis/ first thoughts/ idea creation","","","7","4","7","6","7","4","4","4","7","2","1","1","1","1","1","3","0","1","0","0","to create a project focused on your research interests is challenging and exciting","2","to spend your time with pleasure","Field research","Full professor","Social sciences","Woman","54","Italy",""
925,"341",TRUE,"2026-02-11 12:11:16","Yes","Project genesis/ first thoughts/ idea creation","","","7","4","6","6","6","6","5","5","2","2","0","0","0","0","0","0","0","0","0","0","interest","2","To publish things that are of interest to people working in care.","Clinical research","Full professor","Health sciences","Man","55","Italy",""
926,"195",TRUE,"2026-02-11 12:15:31","Yes","Preparations (IRB permit, preregistration, experiment preparations)","","","7","4","7","7","7","7","4","7","2","2","0","0","0","0","0","6","0","0","0","3","Start of the project is exciting, working with new people brings new ideas and gratitude/admiration for their contributions. Some frustrations with admin barriers, but more the feeling of being excited for the potential of the new project","2","autonomy, variety, work that makes a difference","Clinical research","Associate professor","Health sciences","Woman","42","United Kingdom of Great Britain and Northern Ireland",""
927,"264",TRUE,"2026-02-11 12:24:03","Yes","Report writing","","","6","1","2","3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Just enjoyed crafting a good paper with robust results","1","Creativity, enjoy solving problems ","Lab/online research","Full professor","Life sciences","Man","61","United Kingdom of Great Britain and Northern Ireland",""
928,"316",TRUE,"2026-02-11 12:26:31","Yes","Project genesis/ first thoughts/ idea creation","","","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","INTEREST to investigate new things","2","Generating new knowledge","Clinical research","Full professor","Life sciences","Man","61","Germany",""
929,"373",TRUE,"2026-02-11 12:27:38","Yes","Report writing","","","7","0","5","0","2","0","0","0","0","6","4","0","0","0","0","0","0","0","0","2","Very interested in the subject as I have personal experience of it and how much potential and real harm it causes - also because it is extremely under-researched so I felt what I was doing was particularly important - and has proved to be  ","2","I believe very strongly in exposing the subjects I'm researching and it's satisfying to be able to do that","Lab/online research","Postdoc","Health sciences","Woman","65","United Kingdom of Great Britain and Northern Ireland",""
930,"370",TRUE,"2026-02-11 12:35:49","Yes","Report writing","","","7","7","5","7","7","2","3","5","3","3","1","1","1","1","1","1","1","1","1","1","Amazing insights on the theoretical meaning of my scientific efforts","1","Most of the time my expectations are frustrated, students do not deliver, need extra supervision, grant money is scarce and distributed in an arbitrary way, submission for journals do not get appropriate reviews, etc. The few moments of intellectual joy are those when new ideas and theoretical development is possible despite all the negative factors. In total it produces this slightly positive state as a result of the aggretation of other much stronger positive and negative emotions.","Lab/online research","Full professor","Health sciences","Man","49","Austria",""
931,"226",TRUE,"2026-02-11 12:37:18","Yes","Project genesis/ first thoughts/ idea creation","","","7","6","","7","","5","","5","5","6","1","1","2","0","0","4","0","0","5","5","","3","Happy","Clinical research","Postdoc","Health sciences","Woman","28","Turkey",""
932,"255",TRUE,"2026-02-11 12:40:40","Yes","Report writing","","","4","4","6","5","5","0","5","5","6","0","0","0","0","0","0","0","0","0","0","1","feeling of satisfaction completing a research project and producing outputs for publication","2","my job is my passion","Clinical research","Full professor","Health sciences","Man","49","United Kingdom of Great Britain and Northern Ireland",""
933,"307",TRUE,"2026-02-11 12:42:36","Yes","Report writing","","","7","7","7","7","7","7","7","7","4","4","0","0","0","0","0","0","0","0","0","0","I am happy when I write. In this case specifically we also did a really good job with data collection and analysis. The study is methodologically strong and all of the above make the writing experience pleasurable. ","2","I never get bored. Researching is fun for me. Ideas become reality.","Field research","Postdoc","Health sciences","Woman","45","Spain",""
934,"466",TRUE,"2026-02-11 12:43:46","Yes","Data analysis","","","6","0","0","0","0","6","6","6","6","6","0","0","0","0","0","0","0","0","0","0","","3","Positive outcomes in all of research activities ","Lab/online research","Associate professor","Health sciences","Woman","69","South Africa",""
935,"291",TRUE,"2026-02-11 12:43:57","Yes","Data analysis","","","5","2","5","2","3","3","3","3","2","0","5","2","4","0","7","4","0","4","1","4","Disappointed that the data analysis revealed no interesting findings, meaning I felt I had wasted significant time and energy on this project.","1","Mixed because I have often enjoyed research and feel I've made important contributions, but often find the process slow and frustrating and taxing","Lab/online research","Full professor","Life sciences","Man","54","United States of America",""
