StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,dismiss_1,research_stage,Q22,Q22_6_TEXT,feeling_stage_1,feeling_stage_2,feeling_stage_3,feeling_stage_4,feeling_stage_5,feeling_stage_6,feeling_stage_7,feeling_stage_8,feeling_stage_9,feeling_stage_10,feeling_stage_11,feeling_stage_12,feeling_stage_13,feeling_stage_14,feeling_stage_15,feeling_stage_16,feeling_stage_17,feeling_stage_18,feeling_stage_19,feeling_stage_20,cause_stage,feeling_general_1,cause_general,category_of_work,position,area,gender,age,country,country_other
2026-01-29 21:14:00,2026-01-29 21:22:18,IP Address,100,498,True,2026-01-29 21:22:18,R_2ftEGHjCcymPT4R,email,EN,Yes,Data analysis,,,7,5,6,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Interest, which is the main reason why I undertake research.",2,"Love for new discoveries, possibility to do good to other people, intellectual stimuli and networking",Clinical research,Assistant professor,Health sciences,Woman,42,United Kingdom of Great Britain and Northern Ireland,
2026-01-29 21:28:33,2026-01-29 21:29:00,IP Address,100,27,True,2026-01-29 21:29:00,R_21n4kfTXb6Jo7EG,email,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 21:16:24,2026-01-29 21:34:23,IP Address,100,1078,True,2026-01-29 21:34:24,R_5esFTyxLUPa74pP,email,EN,Yes,Report writing,,,6,1,4,6,6,3,1,1,1,2,1,2,1,0,0,2,0,0,0,0,"I'm engaged in the work of synthesis of qualitative research and this process of creating a representative and clear written presentation of themes has the joy and interest that I experience in flow states in other domains as well. The joy is in effort as attention, or perhaps in the pleasure of the cognitive labor involved in the meaning-making aspects of writing.",1,"Very little of my time is allotted for research, so fitting it in during the week requires enormous amounts of effort to balance it with other responsibilities.",Lab/online research,Associate professor,Social sciences,Woman,42,United States of America,
2026-01-29 21:22:41,2026-01-29 21:36:15,IP Address,100,813,True,2026-01-29 21:36:15,R_8fQdsa1tK5NyUmY,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,6,5,4,4,4,4,4,3,5,4,1,1,1,0,1,3,0,0,0,0,"The main feeling was interest, primarily caused by the novelty of the project and the fact that it involves a sample we have not previously studied. This new context sparked a high level of curiosity and motivation.",2,"This feeling stems from how much I genuinely enjoy my work as a researcher. Although the core principles of research remain constant, the work is never truly the same. Over the years, I have progressively learned to conduct research more rigorously from a methodological perspective, and I find great satisfaction in applying and continuously refining this rigor. At the same time, I work on different topics, encounter new research questions, and engage with evolving study designs and statistical analyses, which keeps my work intellectually stimulating and deeply rewarding.",Lab/online research,Assistant professor,Health sciences,Woman,34,Spain,
2026-01-29 21:29:53,2026-01-29 21:38:52,IP Address,100,538,True,2026-01-29 21:38:52,R_3J5RVoGg2fDrjNL,email,EN,Yes,Data collection,,,7,6,7,6,6,5,0,3,7,0,7,0,0,0,7,7,3,6,4,7,"Interest pride and relief, because I put a lot of effort into this project and it is great to see that we're getting fantastic results. Sadness, disappointment, fear and anger, because my job situation is uncertain and might lose my job within the next few months for reasons completely unrelated to my performance. ",3,I love what I do and my job gives me a lot of satisfaction and energy,Lab/online research,Associate professor,Life sciences,Woman,43,Mexico,
2026-01-29 21:35:45,2026-01-29 21:39:10,IP Address,100,205,True,2026-01-29 21:39:10,R_7TyHcwBRCwflt8J,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,5,6,6,6,6,6,6,3,6,2,2,2,2,2,4,2,3,1,2,"Excitement over the potential of the work, but frustration with funding.",2,the potential to help understand our conditions and possibly help,Clinical research,Full professor,Health sciences,Man,60,United States of America,
2026-01-29 21:47:46,2026-01-29 21:54:05,IP Address,100,378,True,2026-01-29 21:54:05,R_5YtEAZN3esm1w9b,email,EN,Yes,Data analysis,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"The analysis phase I am in is monotonous and is taking longer than I would like, therefore there is disappointment that it is not going faster",1,I would enjoy it more if there was more understanding and support of my research from those higher up in my organization,Lab/online research,Associate professor,Health sciences,Woman,47,United States of America,
2026-01-29 22:05:57,2026-01-29 22:09:54,IP Address,100,237,True,2026-01-29 22:09:54,R_1ewNfYmZYT4Swzi,email,EN,Yes,Data collection,,,4,0,4,3,3,3,0,2,4,5,1,0,3,0,6,1,0,0,0,2,Frustration data collection is not going as well as we had hoped,2,Practice changing research,Field research,Full professor,Health sciences,Man,63,Canada,
2026-01-29 22:09:29,2026-01-29 22:12:27,IP Address,100,177,True,2026-01-29 22:12:27,R_7JxtN4m1AnH1SS8,email,EN,Yes,Waiting for journal's response and revisions,,,7,0,7,5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"Relief and anticipation regarding finally submitting the paper and looking forward to peer review feedback, respectively.",3,I enjoy research and I think I'm pretty good at it.,Clinical research,Full professor,Social sciences,Man,68,United States of America,
2026-01-29 22:10:12,2026-01-29 22:13:58,IP Address,100,225,True,2026-01-29 22:13:58,R_7lDSaX9ICKr5oJ3,email,EN,Yes,Data collection,,,5,4,6,6,6,3,5,4,3,6,0,0,0,0,0,0,0,0,0,0,Joy,2,Pride and compassion,Lab/online research,Full professor,Physical sciences,Man,57,United States of America,
2026-01-29 22:10:47,2026-01-29 22:14:29,IP Address,100,221,True,2026-01-29 22:14:30,R_3Md9oYwR3PO87Qt,email,EN,Yes,Revisions,,,6,3,7,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,"I have a passion for my area of research and enjoy the work that I do. ",2,"I feel successful as an early career, assistant professor at an R1 institution. I tend to keep my focus on the things I can control and work around funding constraints. ",Clinical research,Assistant professor,Social sciences,Man,30,United States of America,
2026-01-29 22:16:03,2026-01-29 22:26:10,IP Address,100,606,True,2026-01-29 22:26:10,R_5QRv5bf372GAKp6,email,EN,Yes,Revisions,,,7,3,7,4,3,7,0,0,7,0,7,0,0,0,7,0,0,2,2,7,"The graduate student, who was supposed to be responsible for writing the manuscript, showed little participation/commitment, failing to demonstrate resilience and commitment to the project.",-1,Excessive institutional expectations and a lack of qualified personnel to execute projects at the expected level.,Lab/online research,Full professor,Health sciences,Man,50,Brazil,
2026-01-29 22:26:28,2026-01-29 22:30:37,IP Address,100,248,True,2026-01-29 22:30:37,R_3PdlJiHvroFVrmp,email,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,5,4,4,4,4,2,2,3,0,2,3,3,3,3,0,0,0,0,0,0,Interest- the topic is interesting and I need to flesh out my thoughts more.,1,"Proud of being a researcher working for a public institution, but it's a lot of work.",Clinical research,Assistant professor,Health sciences,Woman,38,United States of America,
2026-01-29 22:25:02,2026-01-29 22:30:57,IP Address,100,355,True,2026-01-29 22:30:57,R_4JqIbFdABzuL3V1,email,EN,Yes,Report writing,,,6,0,6,4,5,6,0,2,2,0,0,2,0,0,0,2,0,0,0,0,"Interest - I try to only do research on areas I am genuinely interested in. ",1,"I love my work but am frustrated by funding conditions. ",Field research,Other,Social sciences,Woman,38,Australia,
2026-01-29 22:47:19,2026-01-29 22:50:15,IP Address,100,176,True,2026-01-29 22:50:16,R_1PZfHcNfejPCZ9n,email,EN,Yes,Data collection,,,5,3,5,5,4,4,3,3,1,3,0,0,0,0,0,0,0,0,0,0,The joy of developing something to really help my patient population,3,Freedom to chase after scientific unknowns,Lab/online research,Full professor,Life sciences,Man,71,United States of America,
2026-01-29 23:00:29,2026-01-29 23:05:01,IP Address,100,271,True,2026-01-29 23:05:01,R_9CqAIzULIccoIXN,email,EN,Yes,Revisions,,,6,2,4,6,6,5,0,5,4,2,1,1,1,1,3,1,1,1,1,1,"As a senior academic with a substantial administrative part of my work, finding time for research, and engaging with it is very enjoyable, exciting, rewarding, and motivating.",2,"Curiosity and interest to engage in informed discussions, the opportunity to learn - particularly in conversation/discussions with others.",Lab/online research,Full professor,Social sciences,Man,56,Australia,
2026-01-29 23:07:31,2026-01-29 23:11:45,IP Address,100,254,True,2026-01-29 23:11:46,R_4O8rmvLTWvBcYU1,email,EN,Yes,Waiting for journal's response and revisions,,,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,,2,"Achievement ",Clinical research,Assistant professor,Health sciences,Woman,45,Singapore,
2026-01-29 23:53:12,2026-01-29 23:56:55,IP Address,100,223,True,2026-01-29 23:56:56,R_4nOcMZWiSHZfW98,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,4,2,4,3,2,3,2,3,2,3,5,2,2,2,2,2,2,2,2,4,,2,,Field research,Associate professor,Physical sciences,Woman,37,Japan,
2026-01-29 23:53:34,2026-01-30 00:02:12,IP Address,100,517,True,2026-01-30 00:02:13,R_4OOKREJ9EBJ0pix,email,EN,Yes,"Post-project stage (the project has received a decision (accepted or rejected). At this point, it is either concluded or being revised and prepared for submission to another venue)",Accepted and published,,7,3,6,7,7,3,6,6,7,2,1,2,3,1,2,4,1,1,1,2,I always allow myself a little time to bask at the end of a big project that has many risks and many responsibilities to the young people I work with.,3,"Excitement of the unexpected, thrill of the chase",Lab/online research,Full professor,Life sciences,Woman,84,Australia,
2026-01-30 00:33:08,2026-01-30 00:37:57,IP Address,100,288,True,2026-01-30 00:37:57,R_2Vf65TMiDWchviE,email,EN,Yes,Data collection,,,4,2,3,3,3,4,3,2,3,3,1,1,2,1,1,4,1,2,1,1,Grateful to have a steady project/employment/job,1,A good career for the most part,Lab/online research,Assistant professor,Health sciences,Woman,39,United States of America,
2026-01-30 00:38:30,2026-01-30 00:42:09,IP Address,100,218,True,2026-01-30 00:42:09,R_6rODz9LVrDCVfTb,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,6,5,6,5,5,5,5,5,3,5,0,0,0,0,0,0,0,0,0,0,,2,Doing something meaningful and achievement. Respect from others,Lab/online research,Assistant professor,Health sciences,Woman,35,Canada,
2026-01-30 02:05:48,2026-01-30 02:12:21,IP Address,100,392,True,2026-01-30 02:12:21,R_9psQs7EhrgCwQKr,email,EN,Yes,Waiting for journal's response and revisions,,,7,4,6,5,5,5,2,4,7,4,0,1,1,0,1,0,0,0,0,0,"We did excellent science, made interesting discoveries, and improved our understanding.",2,"There is nothing quite like making a discovery and knowing that, until you tell the story, you are the only person on the planet who knows it.",Field research,Full professor,Life sciences,Man,73,Australia,
2026-01-29 16:47:52,2026-01-30 02:32:09,IP Address,100,35056,True,2026-01-30 02:32:09,R_6g5A9HQXCMAlmoW,email,EN,Yes,Data analysis,,,6,5,4,4,4,5,1,1,2,5,1,3,1,1,1,1,1,1,1,1,The analyses were demanding but provide interesting findings,2,Freedom of time,Lab/online research,Associate professor,Social sciences,Man,35,Japan,
2026-01-30 03:26:24,2026-01-30 03:35:55,IP Address,100,571,True,2026-01-30 03:35:56,R_9XYpxYLqaWV323n,email,EN,Yes,"Post-project stage (the project has received a decision (accepted or rejected). At this point, it is either concluded or being revised and prepared for submission to another venue)",Accepted and published,,6,4,4,3,3,4,4,5,1,3,5,4,5,0,5,0,4,5,0,4,"After accepting the manuscript, the journal took so long to move through the administrative processes that we lost our open access finding and had to publish in the pay-per-view model (behind the paywall).",2,Feeling of adding value and making a positive contribution to the world that may help people improve the quality of their lives.,Clinical research,Postdoc,Health sciences,Woman,51,Australia,
2026-01-30 03:38:55,2026-01-30 03:45:49,IP Address,100,413,True,2026-01-30 03:45:49,R_4DbfrQcCdV4fRQO,email,EN,Yes,Data collection,,,7,0,6,0,6,4,0,3,0,4,1,0,1,0,1,0,0,0,0,0,"'Interest'. I am a policy researcher. We need to develop atypical systems here in India, that are helpful to patients. I am understanding what has been done in other countries, with regard to these atypical systems, to make policy recommendations for our country.",3,"I have been a relatively unique kind of researcher. A scientist turned policy researcher. We don't have many of them. And I took up topics that the government didn't wish me to, but that served the public interest.",Lab/online research,Other,Health sciences,Woman,63,India,
2026-01-30 04:20:23,2026-01-30 04:23:06,IP Address,100,163,True,2026-01-30 04:23:07,R_4N52rytbWEVJ6Nl,email,EN,Yes,Data analysis,,,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,1,1,2,,1,,Clinical research,Other,Health sciences,Woman,,China,
2026-01-30 04:47:14,2026-01-30 05:03:24,IP Address,100,970,True,2026-01-30 05:03:25,R_4Qt6J1uL4geT8XO,email,EN,Yes,Waiting for journal's response and revisions,,,7,6,7,2,1,7,1,4,6,6,5,5,5,5,7,5,5,5,6,6,Paper got rejected saying no novelty in the work,0,Academic pressure as well as familypressure,Lab/online research,Assistant professor,Physical sciences,Prefer not to say,,India,
2026-01-30 06:42:48,2026-01-30 06:49:18,IP Address,100,390,True,2026-01-30 06:49:19,R_2dNoyQU1KoW2pkl,email,EN,Yes,Data analysis,,,5,3,6,6,6,4,4,6,2,6,2,7,5,2,2,4,0,1,0,1,"Guilt is the most intense feeling, as I feel not able to spend enough time on this important interdisciplinary project",2,"It is one of the best jobs in the world. I continue to learn something new everyday. ",Field research,Full professor,Social sciences,Man,64,United Kingdom of Great Britain and Northern Ireland,
2026-01-30 06:45:19,2026-01-30 07:04:05,IP Address,100,1126,True,2026-01-30 07:04:05,R_2hmu57fSXIjEq1I,email,EN,Yes,Data analysis,,,5,3,3,1,2,3,4,4,2,3,2,0,1,0,0,0,0,0,0,1,compressed Need to finish the work in good way and have good paper at the end to feel contentment,0,"I do all my best ",Field research,Full professor,Life sciences,Woman,47,Egypt,
2026-01-30 07:24:38,2026-01-30 07:34:15,IP Address,100,576,True,2026-01-30 07:34:16,R_21yzeOakiNTAHdt,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,5,4,5,3,3,3,2,2,2,5,1,2,2,2,2,3,0,3,0,0,"I’m proud to be funded and able to do research, that someone believes in the work that I have done",0,It can be tough to balance working with research outside of my primary work hours and prioritizing time spend with my family,Clinical research,Postdoc,Health sciences,Woman,37,Denmark,
2026-01-30 07:15:49,2026-01-30 07:39:53,IP Address,100,1444,True,2026-01-30 07:39:54,R_8dnkUTwx55C9jNL,email,EN,Yes,Report writing,,,7,4,5,3,4,3,4,4,1,3,5,5,6,6,5,7,4,4,2,3,"I find myself caught in a frustrating paradox: my positive emotions are fueled by deep, exhaustive analysis, yet the academic world demands rapid-fire publishing. Too often, the pressure to meet metrics and fulfill perceived expectations overshadows the pursuit of true understanding, creating a gap between the work I value and the work I am required to produce",1,"While I am driven by a pursuit of deep knowledge, I often grapple with the fear that my performance may not meet expectations. However, the fact that I remain committed suggests that my passion for discovery slightly outweighs these frustrations",Clinical research,Associate professor,Health sciences,Man,39,Czech Republic,
2026-01-30 07:37:48,2026-01-30 07:42:33,IP Address,100,285,True,2026-01-30 07:42:34,R_8nPaqOuBiZZW7mp,email,EN,Yes,Data analysis,,,6,6,3,2,3,4,1,3,3,3,6,3,1,1,5,6,3,3,1,7,"anger, because there is enormous jealousy among scientists.",-2,"Low, because it is a very demanding profession, often at the expense of the family.",Lab/online research,Postdoc,Life sciences,Woman,45,Poland,
2026-01-30 07:58:43,2026-01-30 08:07:50,IP Address,100,547,True,2026-01-30 08:07:50,R_9IdhOS48kL4nFJP,email,EN,Yes,Revisions,,,4,1,4,2,2,1,0,0,3,0,5,4,2,0,6,4,0,1,1,2,"Editors rightfully suggested replication on alternative datasets, but these were failures. While there are many plausible reasons for this as the datasets have different influencing factors, it did make me feel disappointment, as my long term work on this project appeared worthless, regret for getting involved in the topic and being stuck with pushing a paper I don't value much, sadness as the replication crisis applies to my field in general.",2,"Freedom of investigation, flexibility, diversity of potential topics",Lab/online research,Postdoc,Health sciences,Prefer not to say,28,Singapore,
